fundRUNSeries,netPatrimony,providedFlow,rescuedFlow
8319-4BE,178639408.0520548,164392.74122280083,4524692.852918158
8319-4C,296800842029.3342,606508524.4564329,569715545.7732686
8319-4F,95334224389.03288,6676344878.700223,6967557139.513794
8319-4I,397481612076.6192,179866599905.77686,179825946010.71747
8319-4VIVIENDA,4862688485.441096,3529040.1230459483,2291403.6871611653
8320-8A,151258474260.61917,1862203822.7752264,1910799930.9534233
8320-8B,139487936557.7452,301458862.9569507,296344003.42459315
8320-8BE,14668790756.953424,205753099.45875093,3732013.896111271
8320-8C,89079921363.99452,299177749.61568785,217460313.30733103
8320-8I,222927568851.89862,94215098195.96303,93796275453.39015
8323-2A,1627034763.638976,6736896.939787294,4750809.749257843
8323-2APV1,17755461.160615347,92.10466607476712,6896.3008393210675
8323-2B,1718002582.33814,1873896.3816377867,1455685.4911405717
8323-2G,1219273.8595120548,0.0,0.0
8323-2H,131862736.08699995,0.0,474254.218823029
8323-2I-APV,2340815557.864723,1570996.4988975713,1101048.084759199
8323-2J,752667009.0625923,1540171.8635544542,1005419.2297178092
8323-2S,6570349599.449735,4280301.486565171,951202.593588921
8323-2V,192613961.43532187,1644491.646073924,0.0
8325-9A,14205727587.061743,105815252.8191984,102097833.87218417
8325-9E,50834262539.62591,10311295334.727335,10153580321.455685
8325-9USD,156279140.63893628,249515.7899018519,33321.99872550473
8327-5AP,367820534.9435484,6066534.427761056,5788072.803614028
8327-5APV,2588472956.819178,548242.9145216747,1647134.0048816847
8327-5BCI,0.0,0.0,0.0
8327-5BP,808097085.2301587,6771186.805370884,6245791.42179261
8327-5CLASI,98550929387.98904,371563695.17204195,383797004.9611825
8327-5FAMIL,0.0,0.0,0.0
8333-KF1,28059511998.594223,258122582.5285648,244095018.11691192
8333-KF2,26033600525.704384,773791248.8011897,780517122.9945083
8333-KF3,15364256902.563807,1142044163.0497613,1085945623.5642767
8333-KF4,21349159273.723198,1646672884.206845,1657661030.529625
8333-KF5,115192932180.24423,40297781388.237495,41615819242.829155
8333-KM1,26053208116.98293,244851551.54029837,217871840.4148673
8333-KM2,23324932747.95062,599506660.2230314,570403029.2386503
8333-KM3,14337006443.682873,1019689600.2737895,1017286807.2460126
8333-KM4,17975483026.87165,2793056335.3480515,2776700700.150351
8333-KM5,129649743276.71088,34297323737.353466,34088207798.730377
8336-4A,22886140139.252056,42294411.42591896,43128195.92006103
8336-4B,19074242717.849316,46699744.2123635,29869404.791100767
8336-4D,5386902.756164383,0.0,0.0
8336-4H,5105364644.953424,10181458.615524434,12081016.113225397
8336-4I-APV,14187281397.19452,21060729.673843615,14996096.277170915
8336-4J,33252855737.372604,17738721.94501855,20476712.329376873
8336-4N,2571201901.5863013,2986063.345507776,4749300.845527667
8336-4S,3891324952.660274,18128612.1251281,14937685.53364504
8336-4V,243617261.07804194,0.0,3908606.7443109537
8338-0APV,288188070.6547945,662736.4202504621,238275.180393515
8338-0F1,69160455266.04546,845285120.9963417,774451012.7547942
8338-0F2,58191321027.045456,1555251822.745136,1528133003.9168322
8338-0F3,44446407518.27273,3080369514.959723,2729506037.7662387
8338-0F4,33639008591.5,2751560335.0356264,2546405098.93531
8338-0F5,455452156587.5909,182176737912.29236,171136802138.20004
8338-0F6,0.0,0.0,0.0
8338-0M1,70586550173.73178,1071240959.8408839,1079788435.3184962
8338-0M2,65540651530.84257,2012063489.9698112,2040998622.2243638
8338-0M3,51980078625.36443,3106416713.9248867,3147371660.7893887
8338-0M4,35966303120.97085,2646421936.75319,2640990456.7480173
8338-0M5,400958726518.3382,173560991561.58685,173768531361.57614
8338-0M6,0.0,0.0,0.0
8338-0S,1086136391.0246575,0.0,0.0
8345-3UNICA,17947043712.21698,208955899.79098752,281777890.64072984
8346-1A,6799061348.189041,16599834.335790439,21452328.89418235
8346-1B,69341658.15730338,0.0,314192.94676211174
8346-1B-APV/APVC,1709944376.7777777,189930246.13333333,0.0
8346-1C,1810640286.8061798,1663617.4324590175,3446492.664113486
8346-1CUI,2918699336.4444447,324197104.169178,0.0
8346-1D,12333899682.383562,204868189.85955063,174215840.05619514
8346-1E-APV,62622439.43258427,379922.6539860826,410371.6106450401
8346-1H-APV,113191706.14044943,88304.44961154593,668536.5974320179
8346-1H-APV/APVC,0.0,0.0,4640199.118847147
8346-1I,12948004147.457865,4454071.938417657,47648661.66922136
8346-1I-APV/APVC,0.0,0.0,5455441.759766827
8346-1P,217682964.50684932,547945.2054724348,685161.5955509152
8347-KA,1030375693.2169812,5188.679001041414,48472.48863067948
8347-KB,536273.4245283019,0.0,0.0
8347-KC,247238202.49056605,70389.85674426105,469043.7778892781
8347-KD,806765156.6273584,1280753.8974992132,38353.26284287797
8347-KH-APV,159615944.8443396,264601.91494212113,0.0
8347-KI,1175619545.9150944,1006953.632655567,961350.7171723736
8347-KP,51975391.594339624,0.0,0.0
8348-8A,5388075794.957547,135376.81119549906,1142584.472097702
8348-8B,1082127.575471698,0.0,0.0
8348-8C,249448399.00943395,5772.21261417033,946400.8233940583
8348-8D,278323085.3254717,1073165.2736851964,943698.674315956
8348-8I,3247740276.2594337,1791895.6886408487,945153.4383335363
8352-6APV,1791693497.4794521,996154.3504674294,1014052.724666512
8352-6F1,49835815785.74521,108824757.0397207,81613871.34712724
8352-6F2,12566400472.745205,60072847.979089655,36441139.71374254
8352-6F3,5277016438.649315,43168758.87156295,25607537.935570974
8352-6F4,3978235247.3452053,38613224.194190726,27774028.192158043
8352-6F5,9363904615.997261,61114773.63815621,39836380.84587507
8352-6IT,8487755600.602739,37534246.57552966,66403913.83442595
8352-6S,1297675632.6876712,610013.6989829731,410565.2055029353
8357-7A,82296411824.54,50372734.657455444,59192265.298174895
8357-7B,3462031694.126374,337536.33052776207,2933116.0198055794
8357-7BCH,223601722606.97253,282925824.22217095,433887362.6671342
8357-7D,62236386326.86,29948486.156149745,46022888.212300085
8357-7E,699939131.02,10.4499893676,250707286.87461868
8357-7IT,0.0,0.0,0.0
8357-7L,56191586035.092354,12015661.700391954,38151156.31917076
8357-7M,74188803255.80573,12269686.251473675,49364469.68404539
8358-5A,6231306651.578082,38862607.04764434,36823562.09518183
8358-5B,255541497.03013697,103299.53375040913,1458237.0784069556
8358-5B-APV,3386250533.6356163,1629323.0635330782,5044441.326819935
8358-5D,0.0,0.0,0.0
8358-5D-APV,0.0,0.0,0.0
8358-5I,5096518080.115068,24951685.769338585,14924992.681210581
8358-5I-APV,2102691.3232876714,285.8507263518356,8142.297905820083
8363-1A,41985804386.926025,252104850.45844314,148945772.54855666
8363-1B-APV/APVC,5269237543.846576,14695600.009937963,8654827.652620003
8363-1CUI,12713032677.884932,18642629.757320117,9847972.536409348
8363-1D,9399926256.98904,48930281.51750725,31712453.756874524
8363-1E-Z,1243432640.5263157,67733855.86409856,67801349.63457786
8363-1Z,2722307200.5424657,17816438.355002187,32449758.91966782
8367-4A,22246591795.368004,126701679.29947513,120554804.63514377
8367-4B,12426826380.612589,28357116.218289755,16732856.94018069
8372-0APV,911400161.0109589,764458.1310895086,917249.085419971
8372-0GLOBA,14004722719.468493,15813950.913194962,20616585.650217365
8372-0III,282210472.6630137,30131.46837967005,152696.32622626657
8372-0PATRI,6034027402.191781,7232778.799762772,6612686.733343696
8373-9A,2167128197.350685,3860972.3213060237,2252556.264632213
8373-9ADC,73770079.55616438,188408.37800807838,710549.3653164989
8373-9B,148153703.8410959,298231.92868300504,313359.83050650876
8373-9B-APV,1465983591.131507,2763851.5396092106,2700224.5946647003
8373-9C,895648480.3260274,12071175.487693565,12445651.608278055
8373-9F,1418947110.671233,0.0,0.0
8373-9F-APV,0.0,0.0,0.0
8373-9I,507138260.5890411,2746225.797276727,1431205.077337151
8373-9I-APV,6005020.098630137,1094.5921645870135,18345.902393713044
8375-5A,30838737161.265755,13710496.817146465,47946232.31668654
8375-5APV,83443670964.72328,17889731.056502238,38051758.01928707
8375-5APV-AP,5866531.252173913,50887.965217391305,0.0
8375-5F,29807257172.97534,13350036.879689118,17955390.444395464
8375-5LV,98346935795.29863,203115068.49374875,241967123.28751162
8375-5P,15090769618.438356,8574115.118972471,13543571.966890784
8377-1A1,748752708677.159,1533107011.2495482,882424237.6481266
8377-1B1,18394824924.664837,20449948.91300852,17901941.50515367
8377-1BCH,0.0,0.0,0.0
8377-1BPLUS,9237676444.582418,9253312.119677281,22161123.314417515
8377-1L,669609442711.6932,1043654675.154693,1128540203.9921203
8379-8APV,891242765.0315789,111386.02618923289,631662.4450232178
8379-8F1,3358341263.8105264,3191787.8497532243,10021496.30645809
8379-8F2,457709258.9894737,1052631.57917002,4219910.829046163
8379-8F3,405413668.57894737,0.0,5330631.393098106
8379-8F4,37623804.71794872,1197335.717254073,0.0
8379-8F5,110060458.12631579,0.0,1104426.6315789474
8379-8IT,0.0,0.0,0.0
8379-8S,630054240.9157895,263157.8951756943,284210.5265880551
8380-1A,15112624624.048388,2327019.4275853806,20429043.533199184
8380-1ADC,1971523573.4478023,11605251.285015,1116202.5280006488
8380-1B,85843770.20604396,47428.67714058838,190036.19272386917
8380-1L,13421408211.655844,11714699.144038938,10397897.142022355
8380-1P1,2360355738.4587913,317095.5849555499,0.0
8380-1P2,0.0,0.0,0.0
8381-KA,3752873794.430137,11467312.65714939,8412154.42077738
8381-KB-APV/APVC,504850905.2684932,1327650.6374940083,1097512.831689077
8381-KCUI,3663441486.430137,6795462.174055657,2024657.5340199245
8381-KD,1784670396.490411,1457147.728513417,709846.4909130916
8381-KE,5616982367.832877,46645229.58588353,51880179.41167017
8381-KN,425111077.1571429,3174562.1550897146,0.0
8381-KZ,2252182276.49863,22130688.18377606,3471761.9372404967
8384-4A,136421517103.78084,6121486167.398314,5974067322.163405
8384-4B,1131730822.898703,9521522.930055864,10806313.618161561
8384-4C,88100932029.13188,1216550382.584289,1054415732.3090956
8384-4S,3803038665.3761163,1415227966.2266424,1448550252.276906
8387-9ALTO,1083678917.011628,13656202.325256104,4584681.546717691
8387-9APV,3668208142.841096,8393286.001155606,11798422.247214189
8387-9EJECU,38972110999.60822,42310644.26704583,83622965.27510498
8387-9II,108053687.84657535,136666.2627880304,44843.37728804074
8387-9III,2793782004.550685,359773.183482262,564685.1974156263
8387-9INVER,24585232060.950684,18734860.531304665,43405956.35819093
8387-9UNIVE,59777721946.9589,77480900.03375253,105068406.37933995
8392-5A,5647936039.923287,2897663.472103862,3864421.1504699984
8392-5APV,560118025.2328767,108343.2147676188,158922.0037280904
8392-5F,2121199808.1616437,3600617.441540739,5790090.614968845
8393-3A,868346479.264151,1084.9058819504717,1279703.634242367
8393-3B,9172216542.34434,11828929.079786578,17080689.38150169
8393-3C,1450403902.9245284,287028.2602623799,1693064.3699276894
8393-3D,6352146414.580189,127954410.60193217,133153646.65672314
8393-3E-APV,189379180.08490565,11306.688140973916,27513.6652083808
8393-3H-APV,123896710.51886792,4669.8111330623115,474106.81453965104
8393-3I,10483041205.707546,3226424.7072993643,7502202.499848169
8393-3P,62665473.89622641,0.0,0.0
8395-KA,1976585036.712264,366932.12449834537,331612.97174339247
8395-KB,6900786.278301887,1488.1762133397172,2892.041115814151
8395-KC,435565764.4716981,176716.65276266425,932455.0992324323
8395-KD,850734987.2028302,889057.2768499511,1407142.1349188823
8395-KE-APV,1375250.3349056605,2626.160483364387,0.0
8395-KH-APV,62443111.85377359,9987.834130746887,66619.93102641508
8395-KI,2167513491.1981134,682187.6881004579,1430700.0563295067
8395-KP,162830.929245283,23.419289080613204,0.0
8401-8A,46040320.10410959,206533.25545349318,205495.70796551817
8401-8B,29188116030.230137,263000966.7545336,278038119.0739632
8401-8CC,49991243.63333333,2814171.729031905,16833.333119602667
8401-8F,20627648709.750687,435162282.92193645,451069585.3512033
8401-8I,65556212900.50411,1059118655.2903247,1022957200.655954
8401-8IM,12829634.619178083,4822118.970415603,4822857.919535055
8401-8TENPO,929712.92,169404.56959190642,3869.7321502488003
8411-5A,10138409660.224657,89851233.0849551,55632460.17561658
8411-5B-APV/APVC,1272849253.238356,7369608.292871352,3328793.356082996
8411-5CUI,8184369975.09589,30538209.92171204,4901520.060370399
8411-5D,384251977.34246576,33625761.333608076,33397035.37677957
8411-5EZ,184285620.33617023,5107913.617121582,5143252.935234378
8411-5Z,1322570341.158904,3890410.9597969702,5386301.369311972
8413-1A,2512325212.2739725,1719865.4492611259,1045188.2564457804
8413-1APV,38460166.53150685,15767.060784714715,18471.87899024392
8413-1F,1382237586.5205479,190021.7669129178,1056399.553185914
8421-2A,1200839880.8164384,358853.5170514126,1854745.697397502
8421-2AC,172631760.3888889,23620051.722776655,0.0
8421-2B,16901295166.142466,42118974.594952814,41365486.943827726
8421-2CC,14576243.266666668,1688336.3966224268,33333.332344618
8421-2D,11825021108.630136,32720661.562257715,32154022.71790314
8421-2I,38900299968.70959,148451923.08527535,204036153.02025518
8422-0A,1722982761.909589,5946012.143341691,3935122.4205166013
8422-0B,3897270251.4657536,3381302.3110026326,4970320.559281232
8422-0C,18559990966.89589,39179038.0053325,43797645.10825531
8422-0G,184966246.50958905,7043.964428470685,421936.5486366447
8422-0LP180,33411604646.865753,93489330.1929758,103433265.18339452
8422-0LP3,2663615889.6931505,10922433.255271656,7851125.251387186
8422-0LPI,5971807645.745206,33847893.58438503,27304116.788454603
8422-0O,12151487366.027397,32658150.23357237,44669419.69115572
8422-0PLAN1,153160948.39452055,56641.87246382809,61016.99093741825
8422-0PLAN2,245472304.84931508,133966.82246888487,416623.90456685977
8422-0PLAN3,382235283.64931506,768411.4535084342,836914.7239157688
8422-0PLAN4,2064087176.819178,2570204.434497492,3158823.056268968
8427-1A,554458894.0684931,65012.15009449348,390484.36211205786
8427-1AC,202556565.5,50478918.75,0.0
8427-1B,1633392599.2712328,2428512.8084343723,1223204.244781543
8427-1D,346510918.7123288,369067.2984478088,624811.2584025947
8427-1E,1277094262.871233,269725.40824226564,1177763.567925377
8427-1F,741983058.9260274,2491715.613409835,958680.4142338681
8427-1I,8385660224.164384,13760158.972024737,9964912.665405234
8430-1A,14418096233.956165,1586193.57197397,0.0
8430-1ALPAT,735988785.8575343,81319.46369567551,445973.56837463984
8430-1APV,1091336594.0821917,696219.8915598652,1311461.5104726364
8430-1BCI,30434360587.528767,129871711.35506794,87290410.95835164
8430-1BPRIV,2964249.1479452057,40.07380460531506,595720.5084781522
8430-1CLASI,11597285538.59726,22318769.90842961,22744192.604846805
8430-1FAMIL,1238252074.671233,1977978.7806939327,1693787.9767667425
8430-1GAMMA,1198782974.4931507,131907.44839538078,0.0
8434-4ALPAT,186768798.3068493,0.0,95890.41107307846
8434-4APV,285142787.460274,474669.578546901,532435.2491331927
8434-4BCI,33839180.70136987,0.0,277505.720821992
8434-4BPRIV,0.0,0.0,0.0
8434-4CLASI,4605857656.676712,16320671.2068843,15305298.817337634
8434-4FAMIL,91442990.39178082,152160.86717676983,631607.9285865475
8435-2A,7412631796.90137,16096986.397555286,19542191.790729143
8435-2B,6538510658.517808,12224826.13966324,8702579.93611126
8435-2D,31724053.712328766,0.0,0.0
8435-2G,757736.2164383562,5479.45075379726,0.0
8435-2H,2914246645.849315,12720606.155982168,1710503.6320266868
8435-2I-APV,13460468977.063013,7639436.136156837,10290903.126423318
8435-2J,65663948714.4,49720547.946213216,55058904.10830229
8435-2S,2640960807.4931507,11030136.986868834,13337000.407958888
8435-2V,127078696.430137,0.0,1057481.736492962
8437-9A,25244940646.18095,26479086.16536679,34728124.05457793
8437-9APV,37316272775.41589,16348689.700827256,25993765.51417351
8437-9F,18400280047.097908,16858813.206686698,22514218.334360484
8437-9I,1403748327.4754894,0.0,1059945.205521214
8437-9LV,34601142704.64287,54344232.795901015,245062419.45321918
8437-9P,4251024939.0208163,5318235.209959249,4709162.921887459
8438-7A,591856215.460274,2200363.751366909,2006088.0723888925
8438-7B,4533872465.512329,8720832.527125195,5074822.997691883
8438-7C,29334443403.665752,62877500.39964955,51831382.008347616
8438-7G,368032034.22739726,15227946.717206182,13647611.890309567
8438-7LP180,20395170267.846577,79187570.30201183,52152334.34985149
8438-7LP3,2574317139.019178,9033018.48553876,5820142.618871994
8438-7LPI,1138356179.7424657,10610928.490528293,4799429.55758846
8438-7O,19588669139.756165,56159030.69383309,48513936.02518342
8438-7PLAN1,145345962.23287672,306970.2188002288,252901.88761798874
8438-7PLAN2,266704909.27945206,201992.46667358105,211371.82805708048
8438-7PLAN3,691859390.4328767,1017589.9952341622,794291.3702281802
8438-7PLAN4,1697614262.6657534,3539463.869311493,1904252.3765263422
8442-5A,108305146.39178082,850313.2818768806,0.0
8442-5AC,819623109.75,255657522.49592552,0.0
8442-5B,373193014.1835616,2045886.2305616487,1291398.4328727303
8442-5CC,5994675.529411765,359491.76470588235,0.0
8442-5D,483110305.57260275,1157603.411171531,1374083.6139908212
8442-5E,500639362.9315069,3239118.3152875234,1918601.0492272214
8442-5I,4665571405.142466,9599344.865926221,11544514.373864286
8448-4A,51582377208.52273,186114289.85271302,92641664.69741309
8448-4B,16069486093.002747,12406619.355866231,9466486.160870055
8448-4BPLUS,6290672194.486263,14675491.753662487,6509800.313815868
8448-4L,49706580246.14031,157900290.19902042,135105247.69899565
8452-2A,-1.0,,
8452-2B,-1.0,,
8452-2BCH,-1.0,,
8452-2BPLUS,-1.0,,
8455-7A,35416243798.29863,289592308.9346264,299416313.20006984
8455-7B-APV/APVC,276416940.03561646,3370357.4875094756,3234716.3650017446
8455-7CUI,14539674.05263158,880299.4351831506,0.0
8455-7D,42884553638.25479,1037294695.7404313,1082429598.9697099
8455-7E,25479869143.315067,907918344.435538,820714871.3538146
8455-7Z,1955877660.9526947,423872512.46264195,439317546.61958486
8456-5A,3945556450.5917807,18353389.10877724,9644215.817557057
8456-5B-APV/APVC,1449061040.890411,3444508.4023178713,1235693.0533876275
8456-5CUI,8445309036.293151,7923114.348277329,3827255.6107199355
8456-5D,85922886.12328768,369318.9439318297,356164.38367068744
8456-5Z,1966200925.591781,5111780.821951062,4326952.003898332
8457-3A,8372349680.682192,49772158.275626324,11944062.909123974
8457-3B-APV/APVC,2128248570.2986302,9398422.530509729,2463908.028513113
8457-3CUI,7213907537.90411,20184727.64079673,4815572.802569212
8457-3D,734037947.6356164,5469198.828636748,466871.973647003
8457-3Z,4139869283.950685,9850377.574301617,6382809.58405033
8458-1A,24231524808.526028,99579940.49345484,49567894.47065489
8458-1B-APV/APVC,6512011900.926027,18371713.302714985,11728341.260670742
8458-1CUI,25701391943.750687,49101163.17704775,13312376.972645663
8458-1D,1439636282.0082192,5175189.487974693,3637713.302275165
8458-1Z,4564850007.471232,9048841.802621532,6407960.101089612
8459-KA,42601128067.369865,372598176.42571324,416026992.02553177
8459-KB-APV/APVC,3306895781.7342467,14291206.682316257,20658242.814260457
8459-KCUI,16254653180.726027,41378573.206949264,27316447.551178224
8459-KD,1434480253.7863014,62521214.76287059,65218333.95154084
8459-KE,1372088901.8738317,182268809.39673308,158912767.70944256
8459-KZ,115297761.48767123,76643268.34556744,72947135.89457788
8460-3A,19392242.10410959,0.0,0.0
8460-3ALPAT,13287395201.569862,81014187.79405724,62435638.262474574
8460-3APV,11125942306.663013,1386615.6887678027,19333885.9589498
8460-3APVC,0.0,0.0,0.0
8460-3BCI,191244647362.34793,489972602.7390508,381784863.4319817
8460-3BPRIV,11150455755.071234,34297728.806196794,44802050.00712638
8460-3CLASI,139393271214.64383,159669043.69911972,330997623.43979573
8460-3FAMIL,3158936725.6931505,18955056.67879622,14335293.528149476
8471-9A,472843617.995283,37783.018446317925,256799.97544413482
8471-9B,113032752.1509434,0.0,292753.9430499602
8471-9C,259388558.8207547,43291.810823456886,312553.7238485311
8471-9D,3293125349.3018866,3517380.10571262,2710398.2252034163
8471-9E-APV,107042994.38679245,0.0,0.0
8471-9H-APV,10133784.325471697,0.0,0.0
8471-9I,2186581192.716981,1531689.4013373542,1363720.122250567
8471-9P,164581189.78773585,8254.717048323066,632075.4716661347
8475-1APV,1049031894.309589,913916.7815163983,1949499.2263998953
8475-1CLASICA,1127490449.5835617,1289790.00697028,1963980.7132966013
8475-1D,1250395196.6958904,1587070.681935883,1478035.3366756602
8475-1G,554577816.9753425,589625.4565257705,235099.07491240645
8475-1INSTITUCIO,439559622.3452055,1323066.7042986185,1157534.1074247886
8475-1LARGOPLAZO,244235805.20273972,226642.5392037517,77732.72857020979
8475-1LIQUIDEZ,2900850894.279452,20663776.50854505,21553402.99544004
8475-1PATRIMONIA,461177864.2630137,350684.93146476516,0.0
8479-4APV,769656023.6684932,374995.7015403385,420168.812635378
8479-4F1,15559125724.421917,25054757.72265188,27688638.72233414
8479-4F2,4568501305.134247,16638330.4445539,18442930.101534035
8479-4F3,4221241299.090411,30868698.49146243,27555825.847221196
8479-4F4,478645932.72328764,2974249.3729575407,5542687.810969957
8479-4F5,1583173385.9835618,1162281.69311208,1501111.333232139
8479-4IT,597363733.6328768,0.0,0.0
8479-4S,0.0,0.0,0.0
8480-8APV,1674418020.5863013,187805.97368079424,554383.158079094
8480-8GLOBA,1367675715.6356165,1218033.5629968578,1054306.2168519248
8480-8INVER,2298706396.89863,1047394.2395633224,778053.2948000187
8480-8PAT,799645254.9589041,946219.2278585233,372417.0056377742
8480-8PERSO,10422752562.449314,22951125.12158847,28405671.479256716
8481-6APV,82703608.87671232,18976.63525862156,12952.845587383232
8481-6GLOBA,299077918.309589,460469.21216918115,472094.3313546343
8481-6INVER,233740448.01643836,1014445.9655999786,372026.1642477602
8481-6PATRI,35960873.53972603,43167.12327773803,0.0
8481-6PERSO,429083484.3780822,2049486.3722116908,1570211.5513967131
8482-4APV,117134128.88767123,37210.372643040704,16657.80196220041
8482-4GLOBA,171162678.0,836055.1758973433,26446.157301941123
8482-4INSTI,52918616.35342466,0.0,0.0
8482-4INVER,207502670.39452055,109600.00113826561,246643.84340198326
8482-4PATRI,31356982.326027397,0.0,10027.560011270822
8482-4PERSO,831283514.7643836,751258.3535056816,1644895.0927547426
8484-0APV,221860815.58904108,48187.969504487955,118090.90906941167
8484-0GLOBA,643110809.8958904,929315.0681837245,1687898.8442330244
8484-0INVER,251745327.23287672,152400.00011748594,148749.43901696443
8484-0PATRI,12058358.139726028,28767.123254427483,26875.968394400297
8484-0PERSO,1185551725.7534246,1614268.7872334947,1879141.3781931775
8488-3ALTO,10776069994.421917,54691184.9293371,23961210.529467877
8488-3AM,5461678956.408219,13122145.894674178,46176558.84876664
8488-3APV,2929408610.336986,7650077.548842549,3992915.209805127
8488-3EJECU,26012540642.63014,114545844.7250526,95342332.66341789
8488-3G,3065613400.871233,10715756.44290599,17363876.12706559
8488-3I,43852637181.139725,12698332.155747056,4576020.460149828
8488-3II,167042886.27123287,37208.07465704536,326914.52870685956
8488-3III,388547940.260274,0.0,0.0
8488-3INVER,16226567957.123287,51792934.589996755,35602069.0537729
8488-3UNIVE,32288037466.361645,204852818.51018572,130355770.09950772
8490-5A,1752323015.5205479,3060107.400260519,2865313.862889057
8490-5APV1,7365823.77260274,858.3490710826848,1976.7678110011784
8490-5F,3995076782.238356,4767598.635569343,4343961.122395922
8490-5G,819389.6630136986,88.76481770032876,0.0
8490-5H,3423995026.419178,12393615.416111717,1432336.7335193914
8490-5I-APV,1975209492.2191782,1209067.2328522601,1562744.5410151621
8490-5J,1958272108.5863013,3586497.743092415,3835616.438464702
8490-5S,1658342495.5534246,18624638.424779143,13596016.797952125
8490-5V,330661.7123287671,164383.56160216636,167714.4519854124
8492-1A,10341988952.2137,31890902.21130781,32392588.484952092
8492-1B,5512383484.778082,21829139.015347406,19962161.20351112
8492-1D,5579440.145205479,0.0,0.0
8492-1H,1060194220.0630137,5537099.419114152,3771731.2665857556
8492-1I-APV,15889950867.115068,33075788.69739765,27973305.471423935
8492-1J,5702888859.115068,3813698.6302133384,3668493.150662449
8492-1S,3487681127.1479454,14339502.284469761,11565665.67138089
8494-8A,2850447520.5707545,1086721.794012536,1797846.8952292164
8494-8B,10128769.896226415,0.0,0.0
8494-8C,1027038650.1839622,3444703.742454071,1946357.9567887206
8494-8D,3468523048.4103775,9593263.268915607,7939713.632419423
8494-8E-APV,62243551.72169811,87762.88720863221,87005.95706364726
8494-8H-APV,226100063.11320755,381151.70308836177,460359.04805002734
8494-8I,1472620272.4386792,2389443.9331250787,2282958.9057831187
8494-8P,1099230815.7830188,0.0,0.0
8495-6A,1718394874.9103773,384874.5658534573,662188.0479104945
8495-6B,1162259.6320754718,0.0,0.0
8495-6C,230495544.14150944,599221.9003327987,903429.1570920635
8495-6D,550510813.1745284,1869387.863028766,2702721.59778268
8495-6E-APV,41925427.96226415,131456.57543060664,585328.4051585713
8495-6H-APV,52540705.858490564,54474.23587202335,312598.7162378056
8495-6I,1227928230.6179245,0.0,340823.5284277371
8495-6P,55313229.25471698,0.0,0.0
8502-2A,6390615761.708263,12862049.409786647,12146609.03444122
8502-2APV,2926276817.361834,5203088.100377881,4608297.819551686
8502-2F,8838736947.477142,12362687.11958112,14649501.402936561
8502-2I,3636652288.926258,328.6404032145479,95715.74062937793
8502-2LV,11467938663.950062,16081664.684772344,62691756.89107664
8502-2P,760871400.994302,1931150.4466475742,3221349.1138690608
8502-2Q,1183538.5173435616,0.0,43701.924795373016
8506-5APV,1505795254.8944094,57732439.110364616,57764163.94658389
8506-5CLASICA,68015190466.40477,598568668.660227,527382577.3501301
8506-5INSTITUCIO,308701240418.0895,3614826917.215335,3083434429.1112595
8506-5K,213012737.00860545,5782498.921288019,3606128.846861953
8506-5LIQUIDEZ,39014184994.92378,1098845129.6794803,1048328123.5266697
8513-8ALPAT,243201201.5917808,417647.6573207155,438642.5469929872
8513-8APV,1604878397.9671233,835791.4605399085,1078458.5382959999
8513-8BPRIV,508194067.3753425,401369.86294539884,2128479.5091641215
8513-8CLASI,7567274453.350685,29469302.256120853,27281792.507078815
8513-8FAMIL,423211707.509589,1309481.1563388766,1851407.0716734352
8514-6ALPAT,552716323.5315069,3799311.1011273833,1438648.3479395015
8514-6APV,1287667574.2301369,1554464.0996146987,1659905.4345054147
8514-6BPRIV,463404313.82191783,3429118.1613306478,2353299.1628708746
8514-6CLASI,12533421079.572603,86549470.82570618,48341816.15528949
8514-6FAMIL,407161171.87123287,870619.1241649636,602394.9872441143
8515-4ALPAT,5922841050.656876,8684011.187424155,3104460.7136459826
8515-4BPRIV,1909485160.4317005,5605063.740090303,2592970.1398006994
8515-4CLASI,28399102880.316353,41826590.68030623,41426085.482663274
8517-0A,3665777923.162791,7057752.222192207,8989732.127106423
8517-0B,988582782.9862638,1492608.5861333876,1132403.7192556534
8517-0BCH,109571232812.21153,351510989.08068275,185343406.64398724
8517-0BPLUS,78254199.5,585977.3685429037,14.726777395000001
8517-0C,1735902196.8372092,1172709.221707389,1359857.869460181
8517-0E,35151332.697674416,7.607945649767442,3213522.451376712
8517-0L,5123428976.741433,22224528.09797636,10982854.064646753
8517-0M,2686962916.2990656,10897599.909791617,2966904.0820890674
8517-0V,3345722514.3324175,2580623.818128765,409748.3769074411
8525-1A,20869502701.12,13225851.706065059,10729943.452861048
8525-1B,4601617896.892858,847503.7478280595,2879499.619764355
8525-1BPLUS,228758681.65384614,1098.9027551529123,0.0
8525-1C,8794850654.68,5012173.52255547,1786040.4353569984
8525-1L,18579138566.780254,11067362.119578507,17591920.925322574
8525-1M,7848783289.0796175,4362587.175034204,6219300.584149691
8529-4AHORRO,142045518.10136986,381554.76689760666,119651.06567499334
8529-4APV,1808905392.2301369,512085.21930051886,342853.1782460344
8529-4CLASICA,7303674335.572602,2041620.9260848623,3040531.291009185
8529-4CONVENIOS,1419371171.3342466,419891.57676458516,1082682.1397879517
8529-4FAMILIA,1663150221.1342466,401331.621872029,2013627.7217596606
8529-4PREMIUM,1079087731.9643836,499008.93552196486,406522.5539350432
