field1,fundRUN,fundName,fundSeries,bloombergCode,APV,aafmCategory,svsCategory,svsCategoryId,currency,fixedRemuneration,variableRemuneration,investmentCommission,rescuedCommission,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021
238688,8853-6,EUROAMERICA RENDIMIENTO UF,A,ERENREA CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,1274439,0,0,0,1177.9006,1185.2232,1192.2738,1186.292,1191.8738,1198.1967,1207.754,1211.8706,1212.96,1211.791,1208.3249,1201.5688,1211.0597,1221.5569,1224.8416,1227.6421,1234.1116,1238.5383,1244.6047,1254.6194,1261.2636,1255.8586,1247.0624,1260.2929,1265.6806,1274.6888,1278.3587,1285.2846,1283.2337,1283.1007,1279.9186,1284.5602,1279.8179,1269.6305,1273.2614,1281.1331,1286.2052,1292.094,1294.3508,1294.6925,1299.5934,1303.2663,1308.08,1310.7073,1311.5141,1307.2406,1309.3208,1311.656,1318.3559,1319.3131,1328.9855,1336.4963,1350.7069,1363.176,1380.5503,1392.8587,1396.5538,1375.4508,1358.4715,1378.1514,1388.3203,1372.3512,,,,,,,,,,,
238632,8363-1,EUROAMERICA RENTA A PLAZO,A,EUPAEQA CI,NO,Fondos de Deuda < 365 Dias Nacional en pesos,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2,P,952252,0,0,0,1611.2803,1616.7609,1623.6572,1623.1293,1630.7058,1637.6891,1644.9055,1650.0809,1654.9555,1656.4881,1660.243,1663.3731,1671.1223,1680.2034,1687.0174,1692.441,1698.8035,1704.3665,1711.1961,1718.6627,1722.9057,1725.067,1725.7167,1734.3759,1743.5528,1750.3275,1755.9957,1763.868,1767.6878,1771.3501,1774.3127,1778.6751,1780.2151,1779.9724,1785.3054,1790.0744,1796.2897,1802.1334,1804.9175,1807.6381,1814.5435,1819.3207,1824.0287,1827.8487,1830.6434,1828.0182,1831.2653,1832.615,1838.5885,1840.5784,1846.6973,1851.6328,1860.7477,1870.6046,1881.3732,1886.7248,1891.3807,1887.7904,1882.3523,1889.485,1893.8852,1893.1329,,,,,,,,,,,
238685,8805-6,EUROAMERICA RETORNO GLOBAL,A,EAREGLA CI,NO,Balanceado Conservador,FM DE LIBRE INVERSION,6,P,365711,0,0,0,1387.0269,1392.7513,1400.6135,1389.2696,1397.2181,1402.0362,1424.9201,1418.3264,1407.2721,1431.2264,1453.1305,1438.8854,1427.1811,1401.0641,1389.8524,1397.5283,1401.3914,1401.5914,1407.6414,1413.2617,1415.6781,1415.405,1410.657,1416.9481,1421.9353,1426.2629,1429.8946,1434.0857,1435.5351,1436.4366,1436.8569,1438.8497,1437.4258,1435.9681,1438.0347,1441.4515,1445.8396,1449.297,1449.973,1450.6268,1453.5379,1456.0871,1460.3288,1461.7982,1463.3745,1459.7765,1461.7623,1462.9787,1467.8915,1470.463,1478.9308,1485.1781,1497.7835,1512.5026,1530.1078,1538.9661,1542.3389,1525.3209,1513.8262,1526.1916,1535.0046,1527.0188,,,,,,,,,,,
238708,9004-2,EUROAMERICA SMALL CAP GLOBAL,A,EURSCGA CI,NO,Balanceado Agresivo,FM DE LIBRE INVERSION,6,D,94.06,0,0,0,998.4201,1060.9736,1062.2935,1082.8888,1098.9129,1069.3039,1068.6593,1008.7547,963.1385,1004.4962,993.0799,977.8095,909.3696,897.2584,940.386,946.8446,948.3588,935.0284,968.0696,977.7736,979.1664,979.4875,961.4647,969.5022,998.0488,1017.3104,1029.675,1043.2848,1068.4452,1070.2675,1099.3136,1106.1612,1116.2111,1138.12,1146.2132,1160.6659,1213.675,1174.3422,1147.8417,1149.5025,1120.6502,1084.6383,1109.1484,1079.2003,1075.5516,1002.3221,1020.4827,974.1002,1043.3843,1059.355,1060.3318,1080.7589,1025.7031,1074.5617,1068.0776,1030.9576,1039.8688,1064.5724,1069.6086,1113.2028,1084.4669,1032.3586,,,,,,,,,,,
238703,8948-6,EUROAMERICA SMALL CAP LATAM,A,EUSCLAA CI,NO,Inversionistas Calificados Accionario Internacional,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8,D,55.48,0,0,0,585.2787,586.3608,552.2056,592.206,555.5761,545.8928,508.2377,458.326,419.7021,456.5932,464.0221,440.476,405.6217,438.5629,510.5784,522.3895,495.7953,523.3347,553.7289,548.283,552.6611,586.8183,497.8321,505.2676,551.0549,589.359,591.8735,587.0327,575.6889,573.515,622.1981,657.7757,669.2109,658.6234,644.5032,671.0853,725.2197,726.7273,691.6133,691.8552,584.8574,547.1204,603.9508,539.4404,554.1339,562.7084,563.4749,559.2167,636.0405,623.2252,579.2912,594.1019,574.7947,621.4655,657.7318,585.1842,604.0252,641.0182,630.9797,717.6939,718.8579,624.5771,,,,,,,,,,,
50,8458-1,EUROAMERICA USA,A,EURUSAA CI,NO,Accionario EEUU,FM DE LIBRE INVERSION,6,P,3564307,0,0,0,1175.3535,1210.9794,1209.6838,1184.067,1209.7961,1225.5783,1317.8393,1278.9112,1227.8728,1324.5409,1362.4996,1341.5935,1241.5155,1210.1755,1233.4481,1216.421,1290.6529,1224.6186,1261.0884,1298.4462,1252.5093,1210.0917,1295.5133,1303.1895,1278.19,1327.2503,1351.494,1364.4526,1389.4303,1375.3011,1372.3179,1319.9541,1362.4809,1386.5436,1441.4315,1381.0493,1428.1791,1349.9325,1332.6471,1350.4768,1426.0632,1471.0865,1490.5918,1637.8086,1588.4649,1548.5291,1509.3772,1399.037,1441.8466,1470.903,1546.554,1604.3069,1562.802,1590.5532,1662.5157,1666.7447,1705.6902,1755.8142,1995.1681,1881.2961,2002.0373,1873.4694,1689.4954,1869.9556,1888.7914,1951.8488,1895.3762,2081.5526,2031.6161,1942.9019,2135.337,2036.9467,2101.5022
238786,8129-9,EUROPA DESARROLLADA,A,BWDEURO CI,NO,Accionario Europa Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,2970051,0,0,3854,792.445,815.5619,825.1435,809.1608,827.3837,821.4281,880.7922,846.2766,811.0326,856.0004,885.3539,861.203,790.763,751.8786,757.3386,759.4266,800.0071,710.8428,734.9898,767.8264,738.6227,715.0414,724.5748,754.8643,743.7516,750.0946,796.6029,830.3654,864.4388,843.0983,844.5679,807.9966,844.8863,843.3942,850.4758,818.2017,846.7544,786.2397,780.6806,801.8695,803.5362,809.9114,818.3896,847.1098,813.948,772.1341,733.2548,707.4111,721.8456,734.9589,764.2338,794.1878,787.4651,787.3022,795.5332,793.9898,820.8879,854.9304,954.0876,913.1497,948.7887,,,,,,,,,,,,
249,9187-1,EUROPA ESTRATÃ‰GICO,A,SECEURA CI,NO,Accionario Europa Desarrollado,FM MIXTO,4,D,133.9,0,0,0,,,,,,95.3398,97.4973,90.6089,86.4859,90.997,89.1842,89.7665,83.0856,80.838,85.9376,86.1375,86.4214,79.4023,83.1585,83.5803,84.1931,80.5888,78.4623,81.3907,83.1785,83.9642,86.8139,90.651,93.8674,92.5212,95.3891,94.5716,97.1606,97.933,97.0063,98.3932,103.5175,98.1076,95.8693,97.9326,95.572,93.7122,95.8472,93.374,92.7279,82.8483,81.5734,77.1561,82.806,85.2037,85.5523,87.918,84.2654,88.569,86.6342,84.6198,85.6129,87.96,89.9162,93.0206,91.7754,84.4931,70.7844,76.8587,81.4898,83.3608,87.558,90.4913,88.9466,83.6378,94.2042,98.9793,96.3394
42,8097-7,EUROPE EQUITY,A,TANMUND CI,NO,Accionario Europa Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,38345.0914,0,0,0,995.7624,1023.7221,1047.1273,1022.6223,1045.4187,1032.9439,1107.012,1061.6323,1011.2725,1074.1903,1117.344,1086.3617,993.6434,945.9073,955.2194,949.1862,998.4781,891.5556,924.5683,966.773,927.2706,894.7289,900.0928,932.1859,913.0532,924.877,978.8577,1016.4381,1062.8304,1034.3357,1030.7436,985.4255,1030.9401,1038.5009,1049.5527,1009.4698,1039.0227,967.3636,967.8339,988.8932,1007.3445,1023.0726,1027.3655,1080.3866,1032.9411,982.6111,932.4723,902.962,913.454,938.5349,987.3596,1030.2357,1026.6979,1040.8393,1052.4011,1054.5833,1072.6741,1118.3033,1264.4661,1205.9739,1268.7566,1198.4657,1080.3637,1144.1315,1166.6095,1231.6142,1196.6637,1272.9039,1269.6853,1173.0878,1325.4714,1303.6932,1302.3437
85,8055-1,FIRST,A,SECFRST CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,2622855,0,0,0,3855.5431,3865.9689,3866.0918,3865.5211,3872.2939,3886.2113,3907.1794,3913.2686,3902.8471,3880.8565,3870.9282,3856.5412,3884.2593,3909.2361,3923.2566,3933.6201,3947.0662,3959.0153,3966.7675,3984.5285,3995.9919,3991.326,3971.8104,4013.2074,4041.7775,4060.8437,4071.2064,4096.6021,4096.8822,4100.1348,4102.2301,4117.3732,4104.4529,4101.473,4103.247,4122.8874,4149.2318,4164.3128,4173.4876,4183.1256,4193.9823,4207.2458,4219.8636,4225.2107,4225.8498,4223.495,4238.4554,4256.5981,4274.292,4281.4202,4309.0909,4333.0418,4362.4721,4402.1723,4444.3086,4468.3666,4482.2957,4444.8368,4299.1204,4381.0195,4406.4407,4338.493,4212.7785,4369.8395,4402.8094,4430.3314,4440.736,4494.2783,4456.5797,4488.3609,4513.3618,4541.1666,4601.7
238373,8661-4,FIXED INCOME BRL,A,SFIBRLA CI,NO,Inversionistas Calificados Títulos de Deuda,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8,D,134.63,0,0,0,331.2277,306.7697,275.2987,301.9751,292.6562,298.7553,268.8309,245.3018,218.7755,230.802,230.3624,228.007,230.0597,237.123,280.1046,300.6422,286.0612,330.0636,332.4661,334.0383,339.4349,346.0808,321.7133,343.7831,362.7728,380.0806,380.864,371.5219,360.6126,355.422,390.6528,388.6605,393.8787,368.685,362.7457,361.6871,389.314,383.7335,378.5969,358.1998,323.2388,309.8567,326.6513,296.6443,302.0319,348.0975,338.8339,342.5452,379.5087,370.0644,357.1124,359.2426,372.011,394.1912,406.7718,369.118,376.0362,399.0219,367.2644,394.3809,370.38,353.7415,,,,,,,,,,,
462,9748-9,FM ACCIONES BRASIL,A,,NO,S/C Fondos creados recientemente que aún no han sido clasificados,FM DE LIBRE INVERSION,6,D,40.98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8186,8.8974,9.0597,9.7018,9.1421,10.2107,9.4119,8.2439,5.0948,5.3293,5.869,6.2787,7.0241,6.435,5.9367,5.8,7.1336,8.0982,7.3784
235691,9231-2,FM BCI NEG DOLAR,A,BCINDLA CI,NO,Inversionistas Calificados Títulos de Deuda,FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,D,2240.6,0,0,0,,,,,,,,,,,,,,,,,,100.155,101.2342,101.6334,101.3568,101.5444,97.9186,98.9544,100.2459,101.678,102.2098,103.1528,104.0005,104.6527,105.3088,106.0674,106.4038,106.6717,107.0177,107.1996,107.5079,105.4728,104.8257,104.1413,102.3732,102.2123,104.9404,104.2431,104.455,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,104.5118,,,,,,,,,,,
45,9365-3,FM CC DEUDA LATAM IG,A,,SI,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM MIXTO,4,D,14.84,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.6352,997.3451,1017.7743,1011.9996,1013.3968,1005.0055,997.0505,1008.7671,1035.006,1045.9677,1065.0846,1075.3987,1082.6929,1108.0346,1118.3318,1135.5997,1137.2843,1141.9904,1135.9293,1153.5955,1174.6024,1177.1702,1006.1555,1034.2011,1078.3236,1120.8647,1145.5873,1164.9499,1163.0829,1174.7733,1202.6434,1223.4009,1215.931
236560,9557-5,FM LV AHORRO ARG,A,,NO,Fondos de Deuda < 365 Dias Internacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2,D,137.17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.972,0.9671,0.9865,0.9843,0.834,0.7438,0.8126,0.6009,0.5714,0.6756,0.674,0.7013,0.7454,0.7295,0.669,0.6836,0.7083,0.778,0.7721,0.3168,0.3108,0.3602,0.4189,0.5104,0.5747,0.574,0.5001,0.6872,0.7116,0.6282,0.5503,0.6806,0.6503,0.3506,,,
235197,9293-2,FM LV ALTERNATIVO,A,LVPALTA CI,NO,S/C Fondos creados recientemente que aún no han sido clasificados,FM DE LIBRE INVERSION,6,D,11.2667,0,0,0,,,,,,,,,,,,,,,99.8165,98.605,98.8118,98.3519,99.1942,98.6269,98.5332,98.1074,97.2391,97.8559,98.5521,98.5223,98.5306,98.8915,99.6509,100.0414,100.6258,95.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,9027-1,FM LV EUROPA,A,LVEUDOA CI,NO,Accionario Europa Desarrollado,FM DE LIBRE INVERSION,6,D,1225.55,0,0,0,0.944,0.9963,0.9776,1.0014,1.012,0.9869,0.994,0.9312,0.9056,0.9682,0.9474,0.9265,0.8549,0.8436,0.8862,0.8956,0.9006,0.8499,0.8906,0.8862,0.889,0.8603,0.8407,0.8738,0.896,0.8894,0.9255,0.9577,0.9921,0.9778,1.0109,1.0053,1.0372,1.0376,1.0357,1.0533,1.1003,1.0421,1.0282,1.0497,1.0209,0.9973,1.0249,1.0082,1.0095,0.8853,0.8846,0.8187,0.8827,0.9218,0.9229,0.9535,0.9118,0.9475,0.9238,0.8923,0.9144,0.9414,0.9577,0.9955,0.9656,0.904,0.7535,0.8202,0.8545,0.8755,0.9074,0.9517,0.9266,0.8782,0.9849,1.0347,1.0094
437,9428-5,FMCODAGRE,A,LVCDAGA,NO,Balanceado Agresivo,FM DE LIBRE INVERSION,6,P,534547,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1007.3353,995.1763,1017.2592,1035.8944,1024.3985,1018.0538,1046.5034,998.9754,996.5099,1010.0043,1019.7975,1022.3489,1028.0857,1065.4724,1049.8721,1024.3603,1002.4271,970.6002,995.9963,999.0057,1020.7717,1033.4979,1016.8828,1023.8742,1045.8897,1043.4533,1070.9593,1081.0397,1150.105,1111.9057,1155.3335,1103.8454,962.4467,1029.0739,1011.7898,1063.9014,1041.7799,1095.0116,1078.0522,1061.3794,1150.4499,1135.4282,1178.5208
442,9429-3,FMCODBAL,A,LVCDBAA,NO,Balanceado Moderado,FM DE LIBRE INVERSION,6,P,2037495,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1003.3789,998.1772,1008.4907,1016.8725,1008.0093,1009.1062,1024.9791,999.9775,1000.1514,1006.8583,1008.7419,1010.449,1015.1153,1034.0534,1025.9008,1014.1196,1000.924,985.5128,1003.9917,1004.9612,1017.3258,1026.2194,1022.2468,1031.2906,1048.4153,1052.0156,1065.7651,1058.9546,1086.9156,1071.1048,1099.0206,1069.0302,979.2374,1022.6225,1020.4471,1048.7504,1041.4304,1075.6262,1061.3385,1059.4103,1108.7719,1103.5963,1130.3001
447,9430-3,FMCODCON,A,LVCDCOA,NO,Balanceado Conservador,FM DE LIBRE INVERSION,6,P,1017546,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,999.6514,1000.1128,997.6201,995.4101,993.9907,997.3355,1002.2959,1000.0135,1001.1648,1002.1809,1007.4436,1010.9678,1014.2985,1020.6852,1019.2348,1015.6557,1013.7916,1014.4811,1022.7552,1023.872,1035.5692,1043.8813,1057.7607,1070.1579,1089.1471,1101.2201,1103.768,1078.6222,1061.8388,1072.3334,1084.6227,1066.7142,1029.2289,1063.1079,1075.6732,1078.5379,1077.4409,1095.6516,1082.9907,1087.8182,1097.8033,1100.9232,1118.7359
452,9431-5,FMCODCREC,A,LVCDCRA,NO,Balanceado Agresivo,FM DE LIBRE INVERSION,6,P,474960,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1007.7756,997.9342,1014.3863,1024.9553,1012.973,1015.5575,1038.4243,1002.2534,1000.8329,1012.1882,1018.0912,1019.8731,1025.3306,1052.9092,1041.0996,1022.2948,1005.1311,979.6124,1004.154,1006.4414,1020.514,1032.3136,1019.3335,1027.1582,1046.5566,1047.0162,1068.1869,1068.1202,1111.8617,1084.5251,1120.0884,1078.9858,958.7988,1013.8921,1004.8968,1047.8254,1030.8319,1073.1335,1058.2169,1047.2743,1116.803,1104.708,1142.5907
457,9432-3,FMCODMOD,A,LVCDMOA,NO,Balanceado Conservador,FM DE LIBRE INVERSION,6,P,1069269,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1001.7491,999.6547,1001.861,1003.1843,1000.64,1000.9642,1011.2719,998.4851,999.758,1002.701,1007.0426,1010.4983,1014.6201,1027.8123,1023.5849,1017.7007,1009.8444,1002.8873,1016.0403,1017.5656,1029.4531,1038.5671,1045.3935,1055.5432,1075.0013,1084.4523,1091.7608,1077.5326,1089.9956,1086.8101,1108.0388,1085.3708,1025.6224,1063.0395,1067.3613,1079.5631,1074.9394,1098.9588,1084.8961,1087.2584,1112.3786,1112.2352,1135.5568
145,9221-5,FMLV AHORRO DÃ“LAR,A,LVAHDOA CI,NO,"Fondos de Deuda > 365 Dias Internacional, Mercados Internacionales",FM DE LIBRE INVERSION,6,D,329.4019,0,0,0,,,,,,,,998.3215,996.6905,998.6568,996.2605,993.0688,997.877,1002.8172,1008.0187,1010.711,1009.4238,1011.1083,1012.481,1013.5106,1012.9964,1013.1922,1011.884,1013.5835,1016.2418,1018.217,1017.6136,1020.2175,1022.0535,1023.0482,1024.9394,1026.9531,1027.8238,1029.0655,1029.4423,1030.8153,1032.1061,1031.6348,1033.1703,1034.6401,1033.5507,1034.486,1037.7696,1038.9781,1039.7202,1040.999,1042.0775,1043.1626,1047.0212,1051.1776,1055.5353,1058.33,1060.8013,1065.7251,1067.0136,1070.3699,1072.322,1075.1107,1072.9544,1077.7437,1083.3568,1085.4612,1053.9629,1072.3711,1078.1828,1083.962,1090.4865,1096.4818,1096.7721,1099.3194,1102.5467,1106.3699,1105.7404
235385,9298-3,FMLV QUANT,A,LVQLATA,NO,Accionario America Latina,FM DE LIBRE INVERSION,6,D,49.17,0,0,0,,,,,,,,,,,,,,,101.2493,103.8347,97.8253,104.4825,107.532,107.3057,106.3523,112.3226,99.1853,99.5508,108.1908,113.9192,113.7291,114.667,110.3198,110.6831,118.4075,122.8945,126.5179,124.1203,121.4107,127.4911,141.7432,138.2798,136.167,132.5894,113.2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,9593-1,FONDO CARTERA AUDAZ,A,,NO,Balanceado Agresivo,FM DE LIBRE INVERSION,6,P,3713.0678,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.0994,1008.4288,1007.3928,1012.7204,1040.1741,1020.4188,1004.8543,986.9933,975.2714,996.8318,996.3864,1025.1148,1039.1385,1027.1547,1042.4015,1061.7195,1053.1038,1073.8308,1088.4545,1146.1894,1130.0741,1161.8237,1113.5559,989.1811,1051.3618,1050.1271,1103.6816,1094.6979,1148.1275,1132.6315,1106.8182,1192.1824,1178.2276,1209.8909
274,9596-6,FONDO CARTERA DEFEN,A,,NO,Fondos de Deuda > 365 Dias Orig. Flex,FM DE LIBRE INVERSION,6,P,13457.5174,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.4269,1003.697,1008.112,1011.0397,1018.2755,1016.3476,1016.5413,1013.9468,1019.0416,1022.9126,1025.1304,1036.5425,1043.6682,1056.221,1068.3755,1084.3524,1095.5401,1097.6789,1074.7886,1048.6848,1059.4533,1069.9355,1051.6004,1013.6174,1031.8211,1048.1571,1054.304,1052.967,1072.519,1062.0957,1069.1073,1082.0471,1083.035,1096.1099
286,9597-4,FONDO DEUDA MED P UF,A,,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,35335.2627,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.8758,1003.1122,1006.7397,1010.7374,1013.2788,1013.5832,1009.2606,1011.5294,1013.9466,1019.2407,1019.6032,1026.3782,1033.587,1042.7423,1052.2117,1063.1775,1072.2698,1075.8943,1053.7685,1034.8482,1051.9311,1060.4102,1043.4134,1024.1345,1046.3315,1058.454,1056.7527,1055.3872,1071.7524,1062.5991,1072.5878,1086.1502,1089.1793,1104.0938
214535,9811-6,FONDO MUTUO ARRIES,A,,NO,S/C Fondos creados recientemente que aún no han sido clasificados,FM DE LIBRE INVERSION,6,P,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.4145,1132.7453,1086.8369,1161.5259,1095.4322,979.4695,1087.1153,1096.873,1138.0485,1112.1644,,,,,,
225829,9810-8,FONDO MUTUO CONSERV,A,,NO,S/C Fondos creados recientemente que aún no han sido clasificados,FM DE LIBRE INVERSION,6,P,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.8535,910.5435,914.9178,926.4134,905.7798,879.0164,908.3326,910.9992,921.129,917.4218,,,,,,
225827,9809-4,FONDO MUTUO MODERADO,A,,NO,S/C Fondos creados recientemente que aún no han sido clasificados,FM DE LIBRE INVERSION,6,P,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.7403,1066.4527,1054.3333,1099.3424,1060.5624,988.3102,1063.2527,1069.506,1097.1853,1083.588,,,,,,
238169,8262-7,FUNDACION,A,CDSMFUA CI,NO,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,68215,0,0,0,2148.6415,2240.9191,2151.8028,2185.2757,2162.3178,2070.5003,2059.5193,2055.7846,1984.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,8105-1,FUTURO,A,BHFFUTU CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversion en UF > 5 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,223797,0,0,0,2951.0224,2972.1089,2988.7429,2955.84,2967.6686,2983.6555,3020.0295,3041.8671,3033.353,3035.6584,3031.2088,3023.8437,3045.877,3070.2459,3076.9679,3089.9361,3110.6189,3125.9464,3142.3584,3182.1477,3207.4616,3174.5835,3143.506,3210.8187,3227.7021,3255.1119,3266.5512,3287.0956,3278.6756,3273.9511,3269.1673,3273.5615,3253.1035,3239.8874,3227.9144,3252.7811,3265.6036,3284.0135,3295.097,3296.2514,3315.6659,3328.6417,3342.306,3351.8487,3354.241,3336.1732,3346.1914,3355.6417,3380.573,3387.1306,3433.3888,3461.6675,3529.0297,3586.1543,3681.3213,3736.0838,3741.4647,3597.5903,3488.8418,3602.2689,3629.8717,3529.3988,3440.0047,3637.5708,3769.7767,3760.1632,3743.9342,3821.7407,3736.971,3793.7176,3831.8781,3843.7559,3935.0867
237244,8521-9,GEST. CONSER. DOLAR,A,MIXBRAS CI,NO,Balanceado Conservador,FM DE LIBRE INVERSION,6,D,147.56,0,0,0,758.1404,750.2024,741.5406,744.7363,738.9698,722.2027,718.6453,700.8708,690.4689,706.2807,698.5314,685.5639,678.0585,684.0006,706.8669,715.6509,710.56,723.7998,733.5604,737.5293,737.8819,732.6186,717.4797,722.1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237057,9116-2,GESTION CONSERVADORA,A,BTGGCON CI,NO,Balanceado Conservador,FM DE LIBRE INVERSION,6,P,43488,0,0,0,1003.0557,1013.873,1019.1366,1015.7644,1017.6928,1018.4454,1032.0042,1033.9396,1021.1529,1031.502,1033.582,1025.6463,1015.9115,999.3517,993.2783,988.3033,1012.0526,999.2674,1010.7328,1026.0247,1019.1471,1018.291,1020.8901,1027.2886,1025.1042,1037.4875,1048.8806,1237.9129,1256.0245,1253.2333,1249.5964,1242.55,1245.2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468.8106,1495.7334,1525.2095,1526.0709,1529.4946,1543.5983,1542.9689,1553.5911,1573.2502,,
777,9873-6,GESTIÃ“N AGRESIVA,A,,NO,S/C Fondos creados recientemente que aún no han sido clasificados,FM DE LIBRE INVERSION,6,P,7613,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.891,985.2822,1029.7434,1021.3652,1055.1297,1036.5488,1026.1707,1094.878,1075.0892,1112.9538
772,9872-8,GESTIÃ“N CONSERVADORA,A,,NO,S/C Fondos creados recientemente que aún no han sido clasificados,FM DE LIBRE INVERSION,6,P,73380,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.3254,1015.3039,1028.6755,1023.2814,1044.0505,1030.7107,1030.7499,1058.3993,1053.0857,1074.3355
106,8294-5,GLOBAL,A,CDSMGLA CI,NO,Accionario Desarrollado,FM MIXTO,4,D,939.84,0,0,0,151.4777,158.122,155.4559,157.2406,157.1522,151.7741,154.7113,144.2857,137.8756,148.7901,147.6516,145.1254,136.1639,133.5022,142.3254,143.0624,143.9779,141.8519,146.7134,146.3988,146.4444,142.4521,143.3302,145.6667,148.8384,152.2123,153.4167,155.1472,157.2492,157.6376,160.5822,160.3388,163.9786,167.9324,170.5863,173.0338,180.4622,174.543,168.7253,171.9373,172.9663,170.1263,174.0779,176.5964,175.7419,159.1599,159.9575,147.6168,158.2417,162.931,165.3022,170.4838,162.033,170.3005,171.9088,167.9795,168.5608,171.6087,176.4113,180.6321,181.0545,164.9766,146.2953,161.2648,167.4783,171.6373,182.3571,193.0385,187.1205,182.3986,200.1247,207.8109,206.9809
